0,-5080.4,-5080.4
1,-5065.48,14.9184
2,-5021.23,44.2506
3,-4949.86,71.376
4,-4856.58,93.2754
5,-4746.5,110.078
6,-4627.02,119.489
7,-4507.17,119.847
8,-4400.18,106.987
9,-4318.24,81.9384
10,-4269.96,48.2867
11,-4258.39,11.5668
12,-4278.88,-20.4895
13,-4322.93,-44.0473
14,-4380.25,-57.3258
15,-4440.43,-60.1794
16,-4495.57,-55.1398
17,-4541.04,-45.4708
18,-4575.26,-34.2165
19,-4598.55,-23.2895
20,-4614.19,-15.6445
21,-4626.22,-12.0236
22,-4638.03,-11.8108
23,-4653.36,-15.3344
24,-4673.89,-20.5253
25,-4700.38,-26.4927
26,-4732.41,-32.0348
27,-4767.73,-35.312
28,-4805.46,-37.7293
29,-4841.23,-35.7769
30,-4875.28,-34.0442
31,-4906.42,-31.1476
32,-4935.44,-29.0176
33,-4962.7,-27.2621
34,-4988.62,-25.9204
35,-5013.17,-24.5464
36,-5035.96,-22.7872
37,-5056.55,-20.593
38,-5074.67,-18.1142
39,-5089.51,-14.8429
40,-5101.02,-11.5144
41,-5110.65,-9.62389
42,-5118.47,-7.82411
43,-5125.29,-6.82125
44,-5131.61,-6.31701
45,-5137.39,-5.78416
46,-5142.69,-5.29713
47,-5147.33,-4.63562
48,-5152.37,-5.04518
49,-5158.97,-6.59828
50,-5168.37,-9.3995
51,-5180.82,-12.4484
52,-5196.82,-16.0038
53,-5215.86,-19.0382
54,-5236.51,-20.6521
55,-5258.11,-21.5978
56,-5279.51,-21.4003
57,-5298.22,-18.7096
58,-5313.08,-14.8621
59,-5322.84,-9.75422
60,-5326.87,-4.03934
61,-5325.95,0.927217
62,-5322.02,3.92307
63,-5317.47,4.55527
64,-5314.33,3.1437
65,-5313.02,1.30498
66,-5312.64,0.382743
67,-5312.18,0.459192
68,-5311.51,0.663721
69,-5310.12,1.39882
70,-5308.92,1.19282
71,-5307.59,1.32808
72,-5306.99,0.603459
73,-5308.66,-1.66947
74,-5312.35,-3.68463
75,-5317.6,-5.25163
76,-5322.33,-4.73056
77,-5326.94,-4.61554
78,-5330.2,-3.25484
79,-5331.88,-1.68283
80,-5331.78,0.101317
81,-5330,1.78268
82,-5326.23,3.76198
83,-5321.83,4.39995
84,-5317.92,3.91866
85,-5315.44,2.47675
86,-5315.98,-0.535505
87,-5320.11,-4.13236
88,-5327.06,-6.95739
89,-5335.73,-8.66233
90,-5344.12,-8.39544
91,-5350.78,-6.65618
92,-5354.95,-4.17179
93,-5356.53,-1.58388
94,-5356.67,-0.133825
95,-5356.84,-0.169952
96,-5357.9,-1.05972
97,-5361.44,-3.54263
98,-5367.6,-6.16331
99,-5376.9,-9.29206
100,-5387.58,-10.6888
101,-5398.78,-11.194
102,-5407.09,-8.30665
103,-5411.92,-4.83556
104,-5413.37,-1.44728
105,-5411.1,2.26705
106,-5406.78,4.32208
107,-5401.98,4.79461
108,-5397.83,4.1571
109,-5395.15,2.68134
110,-5394.84,0.307485
111,-5397.97,-3.13278
112,-5402.17,-4.19372
113,-5406.48,-4.31516
114,-5409.38,-2.90201
115,-5410.76,-1.37701
116,-5409.75,1.01308
117,-5408.91,0.837493
118,-5406.75,2.15684
119,-5405.17,1.58072
120,-5403.94,1.23189
121,-5403.32,0.615252
122,-5403.92,-0.596443
123,-5405.52,-1.59758
124,-5407.52,-1.99902
125,-5410.83,-3.30923
126,-5415.5,-4.67371
127,-5421.69,-6.18714
128,-5428.42,-6.73221
129,-5435,-6.5786
130,-5441.84,-6.84294
131,-5447.25,-5.41172
132,-5451.74,-4.48748
133,-5454.35,-2.60954
134,-5453.87,0.479527
135,-5450.11,3.75916
136,-5441.95,8.16037
137,-5430.83,11.119
138,-5418.07,12.7636
139,-5406.02,12.0456
140,-5396.08,9.94531
141,-5389.06,7.01943
142,-5384.87,4.18814
143,-5384.16,0.712811
144,-5385.66,-1.50632
145,-5388.87,-3.20722
146,-5393.28,-4.40629
147,-5398.5,-5.21893
148,-5403.54,-5.04818
149,-5408.45,-4.90291
150,-5413.71,-5.26126
151,-5419.69,-5.98517
152,-5425.43,-5.73772
153,-5431.71,-6.28014
154,-5437.65,-5.93453
155,-5443.1,-5.4529
156,-5449.49,-6.39556
157,-5456.42,-6.93123
158,-5464.27,-7.84941
159,-5473.16,-8.88189
160,-5482.49,-9.32959
161,-5492.23,-9.74214
162,-5501.12,-8.8883
163,-5507.66,-6.54845
164,-5512.04,-4.37944
165,-5512.84,-0.794849
166,-5511.44,1.40088
167,-5507.54,3.90304
168,-5501.39,6.14195
169,-5494.16,7.23664
170,-5486.16,7.9957
171,-5477.93,8.23288
172,-5469.5,8.43289
173,-5461.8,7.69349
174,-5455.24,6.56463
175,-5451.39,3.84261
176,-5449.69,1.70663
177,-5449.24,0.452508
178,-5449.15,0.0816761
179,-5448.64,0.508704
180,-5446.82,1.82714
181,-5445.16,1.66257
182,-5443.22,1.93203
183,-5442.14,1.08103
184,-5443.07,-0.930032
185,-5445.63,-2.55844
186,-5448.63,-3.0017
187,-5451.33,-2.69738
188,-5452.37,-1.03658
189,-5452.63,-0.260376
190,-5452.67,-0.0471941
191,-5453.28,-0.608772
192,-5456.06,-2.77545
193,-5461.22,-5.1595
194,-5469.91,-8.69596
195,-5482.17,-12.2577
196,-5496.23,-14.0615
197,-5508.96,-12.724
198,-5519.11,-10.1511
199,-5525.28,-6.17092
200,-5527.2,-1.91753
201,-5525.51,1.683
202,-5520.65,4.85828
203,-5514.77,5.88501
204,-5507.15,7.62293
205,-5499.86,7.28722
206,-5493.18,6.67667
207,-5487.17,6.01407
208,-5483.01,4.16267
209,-5480.49,2.51981
