0,-5080.36,0.0475923,0.0005,1
1,-5080.21,0.142796,0.0005,1
2,-5079.97,0.238036,0.0005,1
3,-5079.64,0.333318,0.0005,1
4,-5079.21,0.42865,0.0005,1
5,-5078.69,0.524041,0.0005,1
6,-5078.07,0.619497,0.0005,1
7,-5078.05,0.023296,0.0005,0.888889
8,-5077.92,0.12166,0.0005,0.818182
9,-5077.87,0.0538829,0.0005,0.714286
10,-5077.71,0.15558,0.0005,0.647059
11,-5077.46,0.257305,0.0005,0.6
12,-5077.1,0.359067,0.0005,0.565217
13,-5077.07,0.0234435,0.0005,0.518519
14,-5076.95,0.124515,0.0005,0.483871
15,-5076.72,0.225588,0.0005,0.457143
16,-5076.4,0.326671,0.0005,0.435897
17,-5075.97,0.427773,0.0005,0.418605
18,-5075.44,0.528902,0.0005,0.404255
19,-5074.81,0.630065,0.0005,0.392157
20,-5074.08,0.731271,0.0005,0.381818
21,-5073.39,0.688287,0.0005,0.392857
22,-5072.56,0.829933,0.0005,0.383333
23,-5071.63,0.931257,0.0005,0.375
24,-5070.6,1.03265,0.0005,0.367647
25,-5069.46,1.13412,0.0005,0.361111
26,-5068.23,1.23567,0.0005,0.355263
27,-5066.89,1.33731,0.0005,0.35
28,-5065.45,1.43905,0.0005,0.345238
29,-5063.91,1.5409,0.0005,0.340909
30,-5062.27,1.64287,0.0005,0.336957
31,-5060.52,1.74496,0.0005,0.333333
32,-5058.68,1.84718,0.0005,0.33
33,-5056.73,1.94954,0.0005,0.326923
34,-5054.67,2.05206,0.0005,0.324074
35,-5052.52,2.15473,0.0005,0.321429
36,-5050.26,2.25756,0.0005,0.318966
37,-5047.9,2.36057,0.0005,0.316667
38,-5045.44,2.46376,0.0005,0.314516
39,-5045.4,0.0368721,0.0005,0.310078
40,-5045.27,0.135155,0.0005,0.30597
41,-5045.03,0.233472,0.0005,0.302158
42,-5045.01,0.0180271,0.0005,0.296552
43,-5044.95,0.0643298,0.0005,0.289474
44,-5044.78,0.167193,0.0005,0.283019
45,-5044.51,0.270042,0.0005,0.277108
46,-5044.14,0.372886,0.0005,0.271676
47,-5043.66,0.475734,0.0005,0.266667
48,-5043.08,0.578594,0.0005,0.262032
49,-5042.94,0.149151,0.0005,0.26455
50,-5042.26,0.677866,0.0005,0.260204
51,-5041.48,0.780776,0.0005,0.256158
52,-5040.59,0.883725,0.0005,0.252381
53,-5039.61,0.98672,0.0005,0.248848
54,-5038.52,1.08977,0.0005,0.245536
55,-5037.32,1.19289,0.0005,0.242424
56,-5036.03,1.29608,0.0005,0.239496
57,-5034.63,1.39935,0.0005,0.236735
58,-5033.13,1.50272,0.0005,0.234127
59,-5031.52,1.60618,0.0005,0.23166
60,-5029.81,1.70976,0.0005,0.229323
61,-5029.9,-0.0947661,0.0005,0.226277
62,-5029.9,0.00621788,0.0005,0.223404
63,-5028.09,1.80874,0.0005,0.221453
64,-5027.98,0.10493,0.0005,0.218855
65,-5027.78,0.205968,0.0005,0.216393
66,-5027.47,0.307017,0.0005,0.214058
67,-5027.06,0.408085,0.0005,0.211838
68,-5026.55,0.509179,0.0005,0.209726
69,-5025.94,0.610309,0.0005,0.207715
70,-5025.73,0.218344,0.0005,0.205202
71,-5025.4,0.323739,0.0005,0.202817
72,-5024.97,0.429132,0.0005,0.200549
73,-5024.44,0.534531,0.0005,0.198391
74,-5023.8,0.639945,0.0005,0.196335
75,-5023.05,0.745384,0.0005,0.194373
76,-5022.2,0.850855,0.0005,0.1925
77,-5021.25,0.956368,0.0005,0.190709
78,-5020.18,1.06193,0.0005,0.188995
79,-5019.02,1.16756,0.0005,0.187354
80,-5017.74,1.27325,0.0005,0.18578
81,-5016.36,1.37902,0.0005,0.18427
82,-5014.88,1.48488,0.0005,0.182819
83,-5013.29,1.59083,0.0005,0.181425
84,-5012.92,0.36791,0.0005,0.182403
85,-5011.23,1.69528,0.0005,0.181053
86,-5009.44,1.7851,0.0005,0.179752
87,-5009.58,-0.13908,0.0005,0.178138
88,-5009.62,-0.0373092,0.0005,0.176587
89,-5009.54,0.0807888,0.0005,0.175097
90,-5009.37,0.166295,0.0005,0.173664
91,-5009.1,0.268161,0.0005,0.172285
92,-5008.72,0.386383,0.0005,0.170956
93,-5006.84,1.87037,0.0005,0.169982
94,-5006.38,0.468775,0.0005,0.168739
95,-5006.31,0.0675846,0.0005,0.167247
96,-5006.14,0.167363,0.0005,0.165812
97,-5006.09,0.0470517,0.0005,0.164154
98,-5006,0.0908239,0.0005,0.162295
99,-5005.81,0.19134,0.0005,0.160514
100,-5005.5,0.30816,0.0005,0.158805
101,-5005.26,0.241837,0.0005,0.157651
102,-5004.86,0.40525,0.0005,0.156061
103,-5004.87,-0.0108503,0.0005,0.154303
104,-5004.77,0.0941265,0.0005,0.152616
105,-5004.57,0.199121,0.0005,0.150997
106,-5004.27,0.304143,0.0005,0.149441
107,-5003.86,0.4092,0.0005,0.147945
108,-5003.35,0.514302,0.0005,0.146505
109,-5002.73,0.619456,0.0005,0.145119
110,-5002,0.724672,0.0005,0.143782
111,-5001.17,0.829958,0.0005,0.142494
112,-5001.07,0.0984125,0.0005,0.141074
113,-5000.87,0.201485,0.0005,0.139706
114,-5000.57,0.304609,0.0005,0.138387
115,-5000.18,0.391462,0.0005,0.137116
116,-4999.67,0.511029,0.0005,0.135889
117,-4999.05,0.614357,0.0005,0.134703
118,-4998.33,0.717771,0.0005,0.133558
119,-4997.51,0.821279,0.0005,0.13245
120,-4996.59,0.924891,0.0005,0.131379
121,-4995.57,1.0123,0.0005,0.130342
122,-4994.44,1.13245,0.0005,0.129338
123,-4994.42,0.0267742,0.0005,0.128232
124,-4994.28,0.133362,0.0005,0.127162
125,-4994.04,0.239969,0.0005,0.126126
126,-4993.7,0.346605,0.0005,0.125123
127,-4993.69,0.00339857,0.0005,0.124031
128,-4993.6,0.0883475,0.0005,0.122974
129,-4993.41,0.189624,0.0005,0.121951
130,-4992.99,0.423151,0.0005,0.121072
131,-4992.7,0.2864,0.0005,0.120109
132,-4992.32,0.387728,0.0005,0.119176
133,-4992.15,0.165802,0.0005,0.118166
134,-4991.87,0.283225,0.0005,0.117188
135,-4991.91,-0.0413971,0.0005,0.11614
136,-4991.85,0.0623712,0.0005,0.115126
137,-4991.68,0.166153,0.0005,0.114144
138,-4991.41,0.269953,0.0005,0.113192
139,-4991.04,0.373748,0.0005,0.112269
140,-4990.58,0.461269,0.0005,0.111374
141,-4989.99,0.581504,0.0005,0.110506
142,-4989.33,0.669134,0.0005,0.109663
143,-4988.54,0.789486,0.0005,0.108844
144,-4987.64,0.893598,0.0005,0.108048
145,-4986.64,0.997791,0.0005,0.107274
146,-4985.54,1.10207,0.0005,0.106522
147,-4984.34,1.20645,0.0005,0.10579
148,-4983.02,1.31094,0.0005,0.105078
149,-4981.64,1.38287,0.0005,0.104384
150,-4980.12,1.52021,0.0005,0.103709
151,-4978.5,1.62507,0.0005,0.103051
152,-4978.01,0.484722,0.0005,0.10303
153,-4976.29,1.72654,0.0005,0.102394
154,-4974.49,1.79908,0.0005,0.101773
155,-4972.58,1.90435,0.0005,0.101167
156,-4972.65,-0.0643196,0.0005,0.100512
157,-4972.61,0.0366961,0.0005,0.0998736
158,-4972.44,0.170348,0.0005,0.0992509
159,-4971.58,0.858286,0.0005,0.0990099
160,-4971.41,0.173971,0.0005,0.0983506
161,-4971.15,0.261683,0.0005,0.0977081
162,-4970.78,0.365704,0.0005,0.0970816
163,-4970.28,0.502341,0.0005,0.0964706
164,-4969.7,0.573719,0.0005,0.0958745
165,-4969.03,0.677749,0.0005,0.0952928
166,-4968.24,0.781798,0.0005,0.0947249
167,-4967.36,0.885876,0.0005,0.0941704
168,-4966.37,0.989991,0.0005,0.0936288
169,-4965.27,1.09415,0.0005,0.0930997
170,-4964.06,1.21468,0.0005,0.0925826
171,-4962.26,1.80056,0.0005,0.0927724
172,-4960.96,1.301,0.0005,0.0922667
173,-4959.04,1.91779,0.0005,0.0918691
174,-4957.64,1.40158,0.0005,0.0913838
175,-4956.13,1.50613,0.0005,0.0909091
176,-4954.55,1.57813,0.0005,0.0904446
177,-4952.85,1.69913,0.0005,0.0899899
178,-4951.05,1.80391,0.0005,0.0895448
179,-4949.14,1.90886,0.0005,0.0891089
180,-4947.19,1.9486,0.0005,0.088682
181,-4945.09,2.10269,0.0005,0.0882638
182,-4942.9,2.19166,0.0005,0.0878541
183,-4940.62,2.28078,0.0005,0.0874525
184,-4938.18,2.43534,0.0005,0.0870588
185,-4935.66,2.52483,0.0005,0.0866729
186,-4933.03,2.63078,0.0005,0.0862944
187,-4931.1,1.93159,0.0005,0.0860018
188,-4928.44,2.65247,0.0005,0.0856366
189,-4928.63,-0.187901,0.0005,0.08524
190,-4928.71,-0.0804329,0.0005,0.0848512
191,-4928.1,0.613722,0.0005,0.0849934
192,-4928.06,0.0427445,0.0005,0.084612
193,-4927.93,0.126303,0.0005,0.0841649
194,-4927.68,0.253257,0.0005,0.0837269
195,-4927.31,0.363987,0.0005,0.0832979
196,-4927.26,0.0543634,0.0005,0.0829474
197,-4926.8,0.459044,0.0005,0.0825344
198,-4926.23,0.569886,0.0005,0.0821296
199,-4925.56,0.664502,0.0005,0.0817327
200,-4924.77,0.79181,0.0005,0.0813436
201,-4923.84,0.935553,0.0005,0.0809619
202,-4923.74,0.0948893,0.0005,0.0806195
203,-4922.71,1.02956,0.0005,0.0802518
204,-4921.64,1.07561,0.0005,0.0798909
205,-4920.43,1.20335,0.0005,0.0795367
206,-4919.13,1.2985,0.0005,0.079189
207,-4917.66,1.47545,0.0005,0.0788476
208,-4915.88,1.78142,0.0005,0.079017
209,-4914.34,1.53512,0.0005,0.0786812
210,-4912.68,1.6635,0.0005,0.0783513
211,-4912.65,0.0295581,0.0005,0.0785476
212,-4910.89,1.7572,0.0005,0.0782225
213,-4909.02,1.86962,0.0005,0.0779032
214,-4907.01,2.01491,0.0005,0.0775893
215,-4904.88,2.12783,0.0005,0.0772809
216,-4904.68,0.200913,0.0005,0.077087
217,-4902.47,2.20855,0.0005,0.0767876
218,-4900.15,2.32185,0.0005,0.0764932
219,-4897.78,2.37006,0.0005,0.0762037
220,-4895.23,2.5491,0.0005,0.0759189
221,-4892.62,2.61417,0.0005,0.0756388
222,-4889.89,2.72835,0.0005,0.0753633
223,-4887.03,2.85923,0.0005,0.0750922
224,-4884.05,2.97404,0.0005,0.0748254
225,-4881,3.0566,0.0005,0.0745629
226,-4880.88,0.113693,0.0005,0.0742801
227,-4877.76,3.12385,0.0005,0.074026
228,-4877.57,0.187305,0.0005,0.073752
229,-4877.49,0.0796894,0.0005,0.073459
230,-4877.31,0.185817,0.0005,0.0731707
231,-4876.95,0.357182,0.0005,0.0728872
232,-4876.5,0.446922,0.0005,0.0726083
233,-4876,0.504068,0.0005,0.0723338
234,-4875.42,0.577486,0.0005,0.0720638
235,-4874.71,0.716212,0.0005,0.071798
236,-4873.9,0.805961,0.0005,0.0715364
237,-4872.99,0.912065,0.0005,0.0712788
238,-4872,0.985615,0.0005,0.0710253
239,-4870.94,1.0592,0.0005,0.0707756
240,-4869.76,1.18186,0.0005,0.0705297
241,-4868.44,1.32085,0.0005,0.0702875
242,-4866.93,1.5089,0.0005,0.070049
243,-4865.45,1.48493,0.0005,0.069814
244,-4863.77,1.67308,0.0005,0.0695825
245,-4860.63,3.14554,0.0005,0.0693935
246,-4858.86,1.76574,0.0005,0.0691683
247,-4858.8,0.060804,0.0005,0.0689272
248,-4858.52,0.279445,0.0005,0.0686897
249,-4856.78,1.7425,0.0005,0.0688326
250,-4856.67,0.107688,0.0005,0.0685792
251,-4856.52,0.149047,0.0005,0.0683297
252,-4854.75,1.76693,0.0005,0.0681206
253,-4854.54,0.219407,0.0005,0.0678781
254,-4854.23,0.309818,0.0005,0.0676393
